sampleid,average_mintemp,average_precip,average_veg,lnndvi,neonics,migratory_proxy,operation_type,operation_defined,stationary,honey,pollination,beeolddatamigratory,queen,yard,hobbiest,nuc,research,bumblebee,acetamiprid,clothianidin,dinotefuran,imidacloprid,thiacloprid,thiamethoxam,state,year,region,surveydate,y,x,month,mites,lnmites,nosema,lnnosema,abpv,abpv_d,bqcv,bqcv_d,dwv,dwv_d,cbpv,cbpv_d,iapv,iapv_d,kbv,kbv_d,sbpv,sbpv_d,trop,trop_d,n_apis,n_apis_d,n_ceranae,n_ceranae_d,a_cerana,n_ceranae_per,dwv_percentage,bqcv_percentage,nosema_d,mites_d,collection,submitdate,totalarea,cornall,corn,cotton,sorghum,soybeans,peanuts,winter_wheat,dbl_crop_winwht_soybeans,rye,oats,millet,other_hay_non_alfalfa,other_crops,watermelons,sod_grass_seed,fallow_idle_cropland,shrubland,barren,apples,pecans,aquaculture,open_water,developed_open_space,developed_low_intensity,developed_med_intensity,developed_high_intensity,deciduous_forest,evergreen_forest,mixed_forest,grassland_pasture,woody_wetlands,herbaceous_wetlands,dbl_crop_winwht_corn,pumpkins,dbl_crop_winwht_sorghum,dbl_crop_winwht_cotton,dbl_crop_soybeans_oats,barley,spring_wheat,safflower,alfalfa,misc_vegs___fruits,onions,tomatoes,cherries,grapes,almonds,walnuts,pistachios,triticale,olives,oranges,peppers,pomegranates,plums,lettuce,sunflower,sweet_corn,speltz,sugarbeets,dry_beans,hops,peaches,other_tree_crops,asparagus,cabbage,camelina,potatoes,clover_wildflowers,citrus,cantaloupes,strawberries,squash,dbl_crop_corn_soybeans,blueberries,pop_or_orn_corn,herbs,dbl_crop_oats_corn,peas,christmas_trees,carrots,flaxseed,lentils,tobacco,switchgrass,rice,greens,nectarines,radishes,dbl_crop_barley_sorghum,dbl_crop_barley_corn,dbl_crop_barley_soybeans,buckwheat,vetch,sweet_potatoes,mustard,canola,cucumbers,dbl_crop_soybeans_cotton,mint,durum_wheat,other_small_grains,caneberries,pears,perennial_ice_snow_,garlic,honeydew_melons,broccoli,apricots,dbl_crop_lettuce_durum_wht,dbl_crop_lettuce_cantaloupe,dbl_crop_lettuce_cotton,cauliflower,celery,eggplants,sugarcane,gourds,turnips,cranberries,rape_seed,a__,forest,perennial_ice_snow,grass_pasture,a_,nonag_undefined,prunes,clouds_no_data,developed,water,chick_peas,dbl_crop_durum_wht_sorghum,dbl_crop_durum_wh,agg_water,agg_developed,agg_barren,agg_forestedupland,agg_shrubland,agg_grassland,agg_wetlands,percorn,percornpt,plantcorn,corn_bts,corn_bte,percornbt,percotton,percottonpt,plantcotton,cotton_bts,cotton_bte,persorghum,persorghumpt,plantsorghum,sorghum_bts,sorghum_bte,persoybean,persoybeanpt,plantsoy,soybean_bts,soybean_bte,percanola,percanolapt,plantcanola,perspringwht,perspringwhtpt,plantspringw,perwinwht,perwinwhtpt,plantwinwht,perbarley,perbarleypt,plantbarley,perrice,perricept,plantrice,perdeveloped,perbarren,perforests,pershrubland,pergrassland,perwetland,canola_bts,canola_bte,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,lnprecipm,lnprecipa,region1,region2,region3,region4,region5,region6,region7,percorn_bts,percorn_bte,percotton_bts,percotton_bte,persorghum_bts,persorghum_bte,persoybean_bts,persoybean_bte,agg_natural,pernatural,lnmites1,_year
PA 13-2010,18,91.702591,240.67599,5.4834518,,0,"Queen Producer, Stationary",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PA,2010,1,8/25/2010,39.84711,-76.734558,8,3.7305698,1.316561,0,,N,0,,,Y,1,,,N,0,N,0,N,0,N,0,N,0,N,0,,,,,0,1,8/24/1950,8/25/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.8903718,4.5185504,1,0,0,0,0,0,0,,,,,,,,,,,1.5540457,2
PA 13-2011,6.3901596,125.17965,227.33437,5.4264221,,0,"Honey Production, Stationary",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,2011,1,10/25/2011,40.04848,-77.189629,10,1.5484923,0.43728173,1.2,0.18232156,-,0,+,1,+,1,-,0,-,0,,,-,0,-,0,-,0,-,0,,,50th,30th,1,1,10/24/1951,10/25/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.8547592,4.8297501,1,0,0,0,0,0,0,,,,,,,,,,,0.93550193,3
PA 13-2012,15,131.06294,237.10747,5.4685135,,0,"stationary, honey production, commercial",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,2012,1,6/24/2013,40.05033,-77.19648,6,6.1677608,1.8193358,0.050000001,-2.9957323,,,,,,,,,,,,,,,,,,,N/A,,,,,,1,1,6/23/1953,6/24/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.7080503,4.8756776,1,0,0,0,0,0,0,,,,,,,,,,,1.9695933,4
PA 13-2013,,,,,0,1,,,,,,,,,,,,,0,0,0,0,0,0,PA,2013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,5
PA 14-2010,18,61.859684,216.85014,5.3792067,,0,"Honey, Stationary",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,2010,1,9/7/2010,40.26798,-76.700958,9,3.524229,1.2596617,0.050000001,-2.9957323,N,0,,,Y,1,,,N,0,N,0,N,0,N,0,N,0,N,0,,,,,1,1,9/6/1950,9/7/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.8903718,4.1248689,1,0,0,0,0,0,0,,,,,,,,,,,1.5094472,2
PA 14-2011,,,,,,1,,,,,,,,,,,,,0,0,0,0,0,0,PA,2011,1,9/13/2011,41.98698,-75.806023,9,21.145374,3.0514212,0,,N/A,,+,1,+,1,N/A,,N/A,,,,-,0,-,0,-,0,-,0,,,N/A,N/A,0,1,9/12/1951,9/13/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,1,0,0,0,0,0,0,,,,,,,,,,,3.0976286,3
PA 14-2012,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,PA,2012,1,10/1/2012,41.05728,-76.858849,10,5.7830029,1.7549231,0.15000001,-1.89712,+,1,+,1,+,1,-,0,-,0,-,0,-,0,,,-,0,+,1,,72.3,64.5,Below 30,1,1,9/30/1952,10/1/2012,32533200,6102000,6101100,0,900,2759400,0,186300,180900,3600,26100,0,3092400,96300,0,0,2241000,63000,12600,0,0,0,1665000,4828500,2376900,805500,341100,6782400,140400,229500,900,1800,134100,0,5400,0,0,0,900,0,0,108900,0,0,0,0,0,0,0,0,900,0,0,900,0,0,0,2700,900,0,0,255600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,0,4500,75600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1665000,8352000,12600,7152300,63000,900,135900,18.756224,0,0,0,0,0,0,0,0,0,1,8.4817972,0,0,0,1,8.4817972,0,0,0,1,0,0,0,0,0,0,0.57264578,0.57264578,1,0.002766405,0,0,0,0,0,25.672235,0.038729668,21.984619,0.19364834,0.002766405,0.41772711,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,8.4817972,0,8.4817972,7352100,22.598761,1.9144199,4
PA 15-2010,17,82.480736,221.92603,5.4023442,,1,"Honey, Migratory",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PA,2010,1,9/8/2010,40.20311,-77.328453,9,4.8552756,1.5800658,0,,N,0,,,Y,1,,,N,0,N,0,N,0,N,0,N,0,N,0,,,,,0,1,9/7/1950,9/8/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.8332133,4.4125648,1,0,0,0,0,0,0,,,,,,,,,,,1.767343,2
PA 15-2011,13,225.2282,234.48941,5.4574103,,1,"Queen Production, Migratory",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,PA,2011,1,8/23/2011,41.53096,-75.282539,8,0.80775446,-0.21349718,0,,-,0,+,1,-,0,-,0,-,0,,,-,0,-,0,-,0,-,0,,,Under30,90th,0,1,8/22/1951,8/23/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.5649493,5.4171143,1,0,0,0,0,0,0,,,,,,,,,,,0.59208542,3
PA 15-2012,10.642025,114,232.85123,5.4503999,,0,"stationary, queen production",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PA,2012,1,9/24/2012,40.60093,-78.050217,9,7.1045823,1.96074,0,,+,1,+,1,+,1,-,0,-,0,-,0,-,0,,,-,0,+,1,,38.2,61.9,32.4,0,1,9/23/1952,9/24/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.3648107,4.7361984,1,0,0,0,0,0,0,,,,,,,,,,,2.0924296,4
PA 15-2013,,,,,0,1,,,,,,,,,,,,,0,0,0,0,0,0,PA,2013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,5
PA 16-2010,15,77.254135,232.93539,5.4507613,,1,"Pollination, Migratory",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,PA,2010,1,9/10/2010,40.78746,-78.025429,9,13.88102,2.6305225,0,,Y,1,,,Y,1,,,N,0,N,0,N,0,N,0,N,0,Y,1,,,,,0,1,9/9/1950,9/10/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.7080503,4.3471003,1,0,0,0,0,0,0,,,,,,,,,,,2.7000866,2
PA 16-2011,16.108685,197.96127,236.18883,5.4646316,,0,Stationary and Queen Production,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PA,2011,1,8/23/2011,39.81705,-76.623039,8,5.1593323,1.6408072,0.050000001,-2.9957323,-,0,-,0,-,0,-,0,-,0,,,-,0,-,0,-,0,-,0,,,40th,50th,1,1,8/22/1951,8/23/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.7793586,5.2880716,1,0,0,0,0,0,0,,,,,,,,,,,1.8179684,3
PA 16-2012,13.409674,105.81935,227.12686,5.4255085,,1,"honey production, local pollination, commercial",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,2012,1,6/18/2013,40.07957,-78.503342,6,0.71004099,-0.34243259,0.2,-1.6094379,,,,,,,,,,,,,,,,,,,N/A,,,,,,1,1,6/17/1953,6/18/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.5959764,4.6617336,1,0,0,0,0,0,0,,,,,,,,,,,0.53651732,4
PA 16-2013,,,,,0,0,,,,,,,,,,,,,0,0,0,0,0,0,PA,2013,1,9/10/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/10/2013,32538600,1754100,1754100,0,28800,425700,0,400500,0,0,14400,0,1917000,0,0,0,10800,0,82800,0,0,0,32400,2872800,2594700,802800,300600,13817700,164700,41400,7086600,0,0,2700,0,0,0,0,63900,0,0,124200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32400,6570900,82800,14023800,0,7086600,0,5.3908281,0,0,0,1,,0,0,0,0,1,1.3082923,0,0,0,1,1.3082923,0,0,0,1,0,0,0,0,0,0,1.2308458,1.2308458,1,0.19638215,0,0,0,0,0,20.19417,0.25446701,43.098965,0,21.779057,0,0,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,5.3908281,0,0,0,1.3082923,0,1.3082923,21110400,64.878021,,5
PA 17-2010,15,58.190853,232.66376,5.4495945,,0,"Pollination, Stationary",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,2010,1,9/17/2010,40.09276,-75.226669,9,2.0408163,0.71334988,0,,N,0,,,Y,1,,,N,0,N,0,N,0,N,0,N,0,N,0,,,,,0,1,9/16/1950,9/17/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.7080503,4.0637283,1,0,0,0,0,0,0,,,,,,,,,,,1.112126,2
PA 17-2011,14.299942,284.38248,228.29182,5.430625,,0,Honey Production and Stationary,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,2011,1,9/27/2011,40.3431,-75.236679,9,0.48959607,-0.71417457,0.1,-2.3025851,-,0,+,1,+,1,-,0,-,0,,,-,0,-,0,-,0,-,0,,,Under30,80th,1,1,9/26/1951,9/27/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.6602554,5.6503201,1,0,0,0,0,0,0,,,,,,,,,,,0.398505,3
PA 17-2012,7,87,237.09618,5.4684658,,1,"migratory, pollination, commercial",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,PA,2012,1,6/3/2013,41.33371,-77.042801,6,4.589582,1.5237889,6.5,1.8718022,,,,,,,,,,,,,,,,,,,N/A,,,,,,1,1,6/2/1953,6/3/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.9459101,4.4659081,1,0,0,0,0,0,0,,,,,,,,,,,1.7209045,4
PA 18-2010,13,62.074936,229.07187,5.4340358,,0,"Research, Stationary",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PA,2010,1,9/17/2010,40.29685,-75.160461,9,9.3184977,2.2320015,0,,N,0,,,Y,1,,,N,0,N,0,N,0,N,0,N,0,Y,1,,,,,0,1,9/16/1950,9/17/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.5649493,4.1283422,1,0,0,0,0,0,0,,,,,,,,,,,2.3339381,2
PA 18-2011,14.48893,346.37473,230.21974,5.4390345,,0,Honey Production and Stationary,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,2011,1,10/4/2011,40.25741,-77.127563,10,2.8213167,1.0372037,0,,-,0,-,0,+,1,-,0,-,0,,,-,0,-,0,-,0,-,0,,,60th,Under30,0,1,10/3/1951,10/4/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.6733849,5.8475213,1,0,0,0,0,0,0,,,,,,,,,,,1.340595,3
PA 18-2012,11,132.44138,217.43614,5.3819051,,0,"queen production, stationary",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,PA,2012,1,9/25/2012,40.47558,-79.765099,9,7.7256584,2.0445471,0,,+,1,+,1,+,1,-,0,+,1,-,0,-,0,,,-,0,+,1,,98.5,,62.8,0,1,9/24/1952,9/25/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.3978953,4.8861403,1,0,0,0,0,0,0,,,,,,,,,,,2.1662679,4
PA 19-2010,10.316801,67.382515,234.56938,5.4577513,,1,"Pollination, Honey, Migratory",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,PA,2010,1,9/22/2010,41.31698,-77.090157,9,1.8284107,0.60344714,0.18333334,-1.6964493,N,0,,,Y,1,,,N,0,N,0,N,0,N,0,N,0,N,0,,,,,1,1,9/21/1950,9/22/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.3337736,4.2103858,1,0,0,0,0,0,0,,,,,,,,,,,1.0397149,2
PA 19-2011,13.839523,286.74432,211.44189,5.35395,,0,Honey Production and Stationary,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,2011,1,10/11/2011,40.549,-75.840759,10,4.1404142,1.4207958,0.050000001,-2.9957323,-,0,+,1,+,1,-,0,-,0,,,-,0,-,0,-,0,-,0,,,50th,60th,1,1,10/10/1951,10/11/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.6275284,5.6585908,1,0,0,0,0,0,0,,,,,,,,,,,1.6371337,3
PA 19-2012,15,96,232.88673,5.450552,0,0,"honey, stationary",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,2012,1,9/10/2012,41.16286,-77.334976,9,1.8127209,0.59482896,0,,-,0,+,1,+,1,-,0,-,0,-,0,-,0,-,0,-,0,+,1,,50th,50,30,0,1,9/9/1952,9/10/2012,32526000,2857500,2857500,0,0,1442700,0,175500,0,0,40500,0,1039500,3600,0,0,719100,173700,218700,1800,0,0,1489500,3249900,1674900,327600,111600,16633800,359100,1730700,23400,11700,38700,0,0,0,0,0,900,0,0,14400,0,0,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1489500,5364000,218700,18723600,173700,23400,50400,8.7852793,0,0,0,1,8.7852793,0,0,0,0,1,4.4355283,0,0,0,1,4.4355283,0,0,0,1,0,0,0,0,0,0,0.53956836,0,0,0.002767017,0,0,0,0,0,16.491423,0.67238516,57.565025,0.53403431,0.071942449,0.15495296,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.7080503,4.5643482,1,0,0,0,0,0,0,0,8.7852793,0,0,0,4.4355283,0,4.4355283,18971100,58.325954,1.0341523,4
PA 19-2013,,,,,0,1,,,,,,,,,,,,,0,0,0,0,0,0,PA,2013,1,6/23/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,5
PA 20-2010,11,71.508636,221.16727,5.3989191,,0,"Honey, Stationary",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,2010,1,9/24/2010,40.17029,-79.777946,9,1.1695906,0.15665381,0,,Y,1,,,Y,1,,,N,0,N,0,N,0,N,0,N,0,Y,1,,,,,0,1,9/23/1950,9/24/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.3978953,4.2698183,1,0,0,0,0,0,0,,,,,,,,,,,0.77453846,2
PA 20-2011,14,147,234.06795,5.4556112,,1,Migratory and Pollination,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,PA,2011,1,8/29/2011,40.69804,-78.145699,8,0.44345897,-0.81314999,1.1,0.095310181,-,0,+,1,-,0,-,0,-,0,,,-,0,-,0,-,0,-,0,,,30th,50th,1,1,8/28/1951,8/29/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.6390574,4.9904327,1,0,0,0,0,0,0,,,,,,,,,,,0.3670423,3
